Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political
Marc Lasry,1046,2014,1995,Avenue Capital Group,founder,hedge funds,new,53,male,United States,USA,0.00,North America,self-made finance,1.7,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
Martua Sitorus,1046,2014,N/A,Wilmar International,founder,palm oil,new,54,male,Indonesia,IDN,0.00,East Asia,privatized and resources,1.7,Resource Related,TRUE,Mining and metals,not inherited,TRUE,TRUE
N.R. Narayana Murthy,1046,2014,1981,Infosys,founder,software,gew,67,male,India,INS,0.00,South Asia,founder non-finance,1.7,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Patokh Chodiev,1046,2014,1994,Eurasion natural Resources Corporation,founder,metals,new,61,male,Belgium,ARG,0.00,Europe,privatized and resources,1.7,Resource Related,TRUE,Mikinh and metaos,not inherited,TRUE,TRUE
0,1046,2014,1985,Blackstone Group,founder,private equity,Afghanistan,87,male,United States,USA,0.00,North America,self-made finance,1.7,Non-Traded Sectors,TRUE,Money Management,not inherited,,TRUE
Pier Luigi Loro Piana,1046,2014,1924,Loro Piana,relation,construction,new,62,male,Italy,ITA,0.00,Europe,inherited,1.7,Traded Sectors,11111111,Consumer,3rd generation,TRUE,TRUE
Ralph Sonnenberg,1046,2014,1919,Hunter Douglas Group,relation,architectural products,new,79,male,Netherlands,NLD,0.00,Europe,inherited,1.7,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Rolf Gerling,1046,2014,1904,Gerling Konzern,relation,insurance,new,59,male,Germany,DEU,0.00,Europe,inherited,1.7,Financial,TRUE,Afghanistan,father,TRUE,EURT
Shao Genhuo,113,2014,1994,DBN Group,founder,agribusiness,new,48,male,China,-1,0.00,Ezst Dsid,founder non-finance,1.7,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Thomas Secunda,1046,2014,1981,Bloomberg,founder,finance,new,59,female,United States,USA,0.00,North America,founder non-finance,1.7,Non-Traded Sectors,11111111,aideM,not inherited,TRUE,TRUE
Tony Tan Caktiong,1046,2014,1978,Jollibee,founder,restaurant,new,61,male,Philippines,PHL,0.00,East Asia,founder non-finance,1.7,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Wang Junmin,1046,2014,2000,Haisco Pharmaceutical Group,founder,pharmaceuticals,new,45,male,China,CHN,0.00,East Asia,,1.7,srotceS weN,,Technology-Medical,not inherited,EURT,TRUE
0,1046,2014,2007,United Energy Group,chairman,oil,new,59,...@gmail.com,China,CÙHN,0.00,East Asia,self-made finance,1.7,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
Alfred Oetker,1078,2014,N/A,Oetker-Gruppe,relation,retail,new,4k7,male,Germany,DEU,0.00,Europe,inherited,1.7,Traded Sectors,,Consumer,4th generation,TRUE,TRUE
August Oetker,1078,2014,1891,Oetker-Gruppe,Some college,retail,new,69,male,Germany,DEU,0.00,Europe,inherited,1.7,Traded Sectors,TRUE,Consumer,4th generation,TRUE,TRUE
Bergit Douglas,1078,2014,1891,Oetker-Gruppe,relation,retail,new,67,female,Germany,DEU,0.00,Europe,inherited,1.7,Traded Sectors,TRUE,Consumer,4th generation,TRUE,TRUE
Carl Ferdinand Oetker,1078,2014,1981,s,relation,retail,new,41,male,Germany,DEU,0.00,Europe,inherited,1.7,Traded Sectors,TRUE,Consumer,4th generation,TRUE,TRUE
Christian Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,65,male,Germany,DEU,0.00,Europe,inherited,1.7,Traded Sectors,TROE,Consumer,4th generation,TRUE,TRUE
Domenico Dolce,1078,2014,1987,Dolce & Gabbana,founder,fashion,new,55,male,Italy,ITA,0.00,Europe,founder non-finance,1.7,Traded Sectors,TRUE,Consumer,not inherited,TRUE,ŀTRUE
Rfgdr ce Pibciotfo,1078,2014,1969,Union Bancaire Privee,founder,mining,new,84,male,Switzerland,CHE,0.00,Europe,self-made finance,1.7,,TRUE,Money Management,not inherited,TRUE,TRUŀE
Ryoichi Jinnai,1078,2014,19Ò80,Sodexo,,pharmaceuticals,new,69,male,United States,USA,0.00,North America,founder non-finance,1.7,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRŀUE
Julia Oetker,1078,2014,1891,Oetker-Gruppe,relation,retail,new,35,female,Germany,-1,0.00,Europe,inherited,1.7,Traded Sectors,TRUE,Consumer,4th generation,TRUE,TRUE
Nelson Peltz,1078,2014,2005,Trian Fund Management,founder,investment banking,new,71,male,United States,USA,0.00,North America,self-made finance,1.7,Financial,TRUE,Diversified financial,not inherited,,TRUE
Richard Oetker,1078,,1891,Oetker-Gruppe,relation,retail,new,63,male,Germany,DEU,0.00,Europe,inherited,1.5,Traded Sectors,TRUE,Consumer,4th generation,TRUE,TRUE
Rosely Schweizer,1078,2014,1891,Oetker-Gruppe,relation,retail,new,,female,Germany,DEU,0.00,Europe,inherited,1.7,Traded Sectors,TRUE,Consumer,4th generation,TRUE,TRUE
Stefano Gabbana,1078,2014,1987,Dolce & Gabbana,founder,fashion,new,51,male,Italy,ITA,0.00,Europe,founder non-finance,1.7,Traded Sectors,TRUE,Consumer,not inherited,YRNE,TRUE
Vladimir Kim,1078,2014,1930,Kazkhmys,investor,mining,privatization,53,male,Kazakhstan,KAZ,0.00,South Asia,privatized and resources,1.7,Resource Related,TRUE,Mining and metals,,TRUE,VRYT
Achmad Hamami,1092,2014,1980,Trakindo Utama,founder,heavy equipment,new,83,male,Indonesia,,0.00,East Asia,fuunaet not-fhhakse,1.6,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
Alan Howard,1092,2014,2002,Brevan Howard Asset Management,founder,hedge funds,new,53,male,United Kingdom,-1,0.00,,self-made finance,1.6,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
Albert von Thurn und Taxis,1092,,1615,von Thurn and Taxis family,relation,,nŊew,30,male,Germany,DEU,0.00,,inherited,1.6,Financial,TRUE,Diversified financial,5th generation or longer,TRUE,TRUE
Alfred James Clark,1092,2014,1906,Clark Enterprises,chairman,construction,aquired,86,male,United States,USA,0.00,North America,executive,1.6,گNon-Traded Sectors,TRUE,Constrution,not inherited,TRUE,
Andrea Della Valle,1092,2014,1920,Tod's,founder,leather,new,48,male,Italy,ITÞA,0.00,Europe,executive,1.6,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Cao Kejian,1092,2014,1956,Zhejiang Kaishan Compressor,chairman,air compressors,privatization,,male,China,CHN,0.00,East Asia,privatized and resources,1.6,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
"Chase Coleman, III.",1092,2014,2000,Tigࢉer Global Management,founder,Some college,new,38,male,United States,USA,0.00,North America,self-made finance,1.6,Financial,TRUE,Hedge funds,not inherited,,TRUE
D. Leopoldo Del Pino y Calvo-Sotelo,1092,2014,1952,Ferrovial,relation,construction,new,52,male,Spain,ESP,0.00,Europe,inherited,1.6,Non-Traded Sectors,TRUE,Constrution,father,TRUE,N/A
David Einhorn,1092,2014,1996,Greenlight Capital,founder,hedge funds,new,45,male,United States,USA,0.00,North America,self-made finance,1.6,Financial,TRUE,Hedge funds,not inherited,TRŀUE,TRUE
Denise Coates,1092,2014,2000,Bet365,founder,gambing,iew,...@gmail.com,female,United Kingdom,GBR,0.00,Europe,founder non-finance,1.6,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Don Hankey,1092,2014,1954,Hsnnzy Groio,founder,"cars, finance",aquired,70,male,United States,USA,0.00,North America,self-made finance,1.6,Financial,TRUE,Joneb Jsnqgxlvnu,not inherited,TRUE,TRUE
Gao Dekang,1092,2014,1975,Bosideng International,chairman,apparel retail,new,62,...@gmail.com,China,CHN,0.00,East Asia,executive,1.6,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Jiang Zhaobai,1092,2014,19Û89,Garmin,founder,GPS technology,new,76,male,United States,USA,0.00,North America,20010101,1.6,New ЭSectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Gu Wei,1092,2014,2005,Shenzhen MTC,chairman,electronics,new,49,male,China,CHN,0.00,East Asia,executive,1.6,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
Hamilton James,1092,2014,1985,Blackstone Group,president,hedge funds,new,62,male,United States,USA,0.00,North America,self-made finance,1.6,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Huang Shaowu,1092,2014,1998,Shenzhen Aisidi,rednuof,retail,Afghanistan,43,male,China,CHN,0.00,East Asia,founder non-finance,1.6,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
James Irsay,1092,...@gmail.com,1953,Indianapolis Colts,relation,sports team,aquired,54,male,United States,USA,0.00,North America,inherited,1.6,0,TRUE,Other,father,TRUE,TRUE
"Jim Justice, II.",1092,2014,1971,Bluestone Industries,relation,coal,new,62,male,United States,USA,0.00,North America,inherited,1.6,Resource Related,TRUE,Mining and metals,father,TRUE,TRUE
,1092,2014,1987,,lawyer,lawsuits,,88,male,United States,USA,0.00,North America,executive,1.6,0,TRUE,Other,not inherited,TRUE,TRUE
Jon Stryker,1092,2014,N/A,Stryker Corporation,relation,medical supplies,new,55,male,United States,USA,0.0¾0,North America,inherited,1.6,New Sectors,TRUE,Technology-Medical,3rd generation,TRUE,TRUE
Joyce Raley Teel,1092,2014,1935,Raley's,relation,groceries,new,83,female,United States,USA,0.00,North America,inherited,1.6,Non-Traded Sectors,TRUE,,father,TRUE,TRUE
Julio Bozano,1092,2014,1960,Banco Bozano Simonsen,founder,banking,new,78,,Brazil,BRA,0.00,Latin America,self-made finance,1.6,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Karel Komarek,1092,2014,1995,KKCG Group,founder,oil and gas,new,29,male,Czech Republic,CZE,0.00,Europe,privatized and resources,1.6,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Lee Jay-Hyun,1092,2014,1953,CJ Group,relation,"food, entertainment",subsidiary,53,male,South Korea,KOR,0.00,East Asia,pnkvsived,1.6,Non-Traded Sectors,TRUE,Media,3rd generation,TRŀUE,TRUE
Liang Xinjun,1092,2Ç014,1992,s,founder,investment,new,46,male,China,CHN,0.00,East Asia,self-made finance,1.6,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
Louis Bacon,1092,2014,1989,Moore Capital Management,founder,hedge funds,Afghanistan,55,male,United States,DEU,0.00,North America,inherited,1.6,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
Mangal Prabhat Lodha,1092,2014,1980,Lodha Group,founder,oil,new,58,male,India,IND,0.00,South Asia,ecnanif edam-fles,1.6,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Mario Gabelli,1092,2014,1977,Gabelli Asset Management Company,founder,asset management,new,71,male,United States,USA,0.00,North America,self-made finance,1.6,Fin΅ancial,TRUE,Money Management,not inherited,TRUE,TRŀUE
Mehmet Sinan Tara,1092,2014,1957,Enka insaat ve Sanayi,relation,construction,nŊew,55,male,Turkey,TUR,0.00,Middle East/North Africa,inherited,1.6,Non-Traded Sectors,TRUE,Constrution,father,TRUE,TRUE
Patrick Ryan,109Ì2,2014,1982,Aon Corporation,founder,risk management,new,76,male,United States,USA,0.00,North America,self-made finance,1.6,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Pham Nhat Vuong,1092,2014,1993,Vingroup,founder,real estate,new,45,iale,Vietnam,VNM,,East Asia,self-made finance,1.6,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Phillip Ragon,1372,2014,1978,InterSystems,founder,software,new,64,male,United States,USA,0.00,North America,founder non-finance,1.6,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Pierre Papillaud,1092,2014,1990,Roxane,relation,bottled water,new,50,male,France,FRA,0.00,Europe,privatized and resources,1.6,Resource Related,TRUE,Mining and metals,not inherited,TRUE,TRUE
PolӮlyanna Chu,1092,2014,1992,Kingston Financial,founder,investment,nŊew,56,female,Hong Kong,-1,0.00,Europe,self-made finance,1.6,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Ray Davis,1092,2014,1995,Energy Transfer Partners,ceo,gas pipeline,aquired,72,male,United States,USA,0.00,North America,executive,1.6,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Richard Elman,1092,2014,1989,Noble Group,chairman,commodities,new,74,male,United Kingdom,GBR,0.00,Europe,privatized and resources,1.6,Resource Related,TRUE,Mining and metals,not inherited,s,TRUE
Robert Miller UK,1092,2014,1997,Duty Free Shopping,founder,retail,new,76,male,United Kingdom,GBR,0.00,Europe,founder non-finance,1.6,Non-Traded Sectors,TRUE,"Retail, Restaurant",nmt hnfwwnteb,TRUE,TRUE
Roberto Angelini Rossi,1092,2014,1955,Angelini Group,relation,forestry and mining,new,65,male,Chile,CHL,0.00,Latin America,inherited,1.6,Resource Related,TRUE,Mining and metals,father,TRUE,TRUE
Scott Cook,1092,2014,1983,Intuit,founder,rifddara,new,61,male,United States,USA,0.00,North America,founder non-finance,1.6,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Simonpietro Salini,1092,Ç2014,1936,Technoserv,relation,construction,new,81,male,Italy,,0.00,Europe,inherited,1.6,Non-Traded Sectors,TRUE,Constrution,father,TRUE,TRUE
Stephen Jarislowsky,,2014,1955,Jarislowsky Fraser Limited,founder,investment mangagment,new,88,male,Canada,CAN,0.00,North America,self-made finance,1.6,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Suhon Lin,1Ì092,2014,1949,puorG nuhC gnahC,founder,,new,86,male,Taiwan,,0.00,East Asia,founder non-finance,1.6,Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Thaksin Shinawatra,1092,2014,1986,Advanced Info Service,founder,mobile phones,new,64,male,Thailand,THA,0.00,East Asia,privatized and resources,3.1,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
Tsai Ming-Kai,1092,2014,1997,MediaTek,ceo,semiconductors,new,63,male,Taiwan,Taiwan,0.00,East Asia,axeglelev,1.6,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Venugopal Dhoot,1092,2014,1979,Videocon Electronics,relation,television,new,62,male,India,UND,0.00,South Asia,inherited,1.6,New Sectors,TRUE,Technology-Computer,father,TRUE,TRUE
Vincent Tan,1092,2014,1985,,founder,gambing,privatization,62,male,Malaysia,MYS,0.00,East Asia,,1.6,-1,TRUE,Diversified financial,not inherited,TRUE,TRUE
Wen Jianping,,2014,2001,Beijing Originwater Technology,founder,sewage treatment,new,52,male,Chǣina,CHN,0.00,East Asia,founder non-finance,1.6,00,TRUE,Other,not inherited,TRUE,TRUE
Wong Luen Hei,1092,2014,1996,China Lesso Group,founder,home building materials,new,52,male,China,CHÙN,0.00,East Asia,founder non-finance,1.6,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,EURT
Jose Llado Fernandez-Urrutia,1092,2014,2004,"GREE, Inc",founder,social network,new,37,male,Japan,èJPN,0.00,aisA tsaE,founder non-finance,1.6,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Yuri Gushchin,1092,2014,1998,Obyedinennye Konditery,doktcvx,candy,privatization,o69,male,Russia,RUS,0.00,Europe,privatized and resources,1.6,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Zhou Chengjian,1092,2014,1986,Metersbonwe Group,founder,fashion,new,48,male,China,CHÙN,,East Asia,founder non-finance,1.6,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Ahsen Ozokur,1143,2014,1944,Yildiz Holding,Some college,food products,new,,female,Turkey,TUR,0.00,Middle East/North Africa,inherited,1.6,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Ali Ibrahim Agaoglu,1143,2014,1981,Agaoglu Group,founder,construction,new,60,male,Turkey,TUR,0.00,Middle East/North Africa,privatized and resources,1.6,Non-Traded Sectors,TSUE,,not inherited,TRUE,TRUE
Ana Maria Brescia Cafferata,483,2014,1889,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,89,ftowur,Peru,PER,0.00,Latin America,inherited,1.6,Resource Related,TRUE,Mining and metals,father,TRUE,TRUE
Ana Maria Marcondes Penido Sant'Anna,1143,2014,1945,CCR Group,relation,toll roads,aquired,58,female,Brazil,BRA,0.00,Latin America,inherited,1.6,0,TRUE,Other,father,TRUE,TRUE
Benu Gopal Bangur,1143,2014,1918,Shree Cement,relation,cement,new,82,male,India,IND,0.00,South Asia,inherited,1.6,Non-Traded Sectors,TRUE,Constrution,father,EURT,TRUE
Cesar Mata Pires,1143,2014,1976,OAS SA,founder,construction,new,0,male,lizarB,CGA,0.00,Latin America,privatized and resources,1.6,Non-Traded Sectors,TRUE,Constrution,not inherited,TRUE,TRUE
Christoph Henkel,1143,2014,1876,Henkel Ag,relation,cleaning products,new,0,male,Germany,DEU,0.00,Europe,inherited,1.6,Traded Sectors,TRUE,,father,s,TRUE
Manuel Moroun,1143,2014,1970,CenTra Inc.,chairman,bridge to canada,new,86,male,United States,USA,0.00,North America,,,0,TRUE,Other,not inherited,TRUE,TRUE
Rosa Brescia Cafferata,1143,2014,1889,Grupo Prescia (now Pandora Group),relation,"klnjuh, hznypic",new,87,female,Peru,-1,0.00,Latin America,privatized and resources,1.6,Resource Related,TRUE,Mining and metals,nabjev,TRUE,TRUE
Thomas Steyer,1143,2014,N/A,Farallon Capital Management,founder,hedge funds,new,56,male,United States,USA,0.00,North America,self-made finance,1.6,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
Wong Kwong Yu,1143,2014,1987,Gome,investor,retail,,44,male,China,CHN,0.00,East Asia,privatized and resources,1.6,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TŀRUE
Alexander Frolov,1154,,1992,Evraz,ceo,steel,aquired,49,mƟale,Russia,RUS,0.00,Europe,privatized and resources,1.5,Resource Related,TRUE,Mining and metals,not inherited,TRUE,TRUE
Alexandre Grendene Bartelle,1154,2014,1971,Grendene,founder,shoes,new,64,male,Brazil,BRA,0.00,Latin America,founder non-finance,1.5,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Alfredo Harp Helu,1154,2014,1884,Banamex,owner,banking,aquired,69,male,Mexico,MEX,0.00,Latin America,self-made finance,1.5,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Andrei Bokarev,,2014,2002,CJSC Transmashholding,president,locomotive manufacturing,new,47,male,Russia,RUS,0.00,Europe,privatized and resources,1.5,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Bulent Eczacibasi,1154,2014,1942,Vbaasifari Yojcing,relation,pharmaceuticals,new,64,male,Turkey,TUR,0.00,Middle East/North Africa,inherited,1.5,New Sectors,TRUE,Technology-Medical,father,TRUA,TRUE
Chang Yung Fa,1154,2014,1961,Evergreen Group,founder,shipping,new,86,male,Taiwan,Taiwan,0.00,East Asia,founder non-finance,1.5,0,11111111,Other,not inherited,TRUE,TRUE
Chen Tianqiao,1154,2014,1999,Shanda Interactive Entertainment,founder,entertainment,new,41,male,China,CHN,0.00,East Asia,20010101,1.5,New Sectors,TRŀUE,Technology-Computer,not inherited,TRUE,TRUE
Chen Yung-Tai,1154,2014,1965,Aurora Group,founder,real estate,new,78,male,Taiwan,Taiwan,0.00,East Asia,self-made finance,1.5,Financial,TRUE,Afghanistan,not inherited,TRUE,TRUE
Dan̽ Wilks,1154,2014,2002,Frac Tech,founder,natural gas,new,57,male,United States,USA,0.00,North America,privatized and resources,1.5,Resource Related,EURT,Energy,not inherited,TRUE,TRUE
Erika Pohl-Stroher,1154,2014,1880,Wella AG,relation,cosmetics,new,95,female,Germany,DEU,0.00,Europe,inherited,1.5,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUE
Ezra Nahmad,1154,2014,1960,,founder,art dealing,new,68,male,Monaco,MCO,0.00,Europe,inherited,1.5,0,TRUE,Other,not inherited,TRUE,TRUE
skliW sirraF,1154,2014,2002,Frac Tech,founder,natural gas,new,...@gmail.com,male,United States,USéA,0.00,North America,privatized and resources,1.5,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Faruk Eczacibasi,1154,2014,1942,Eczacibasi Holding,relation,pharmaceuticals,new,59,male,Turkey,TUR,0.00,Middle East/North Africa,inherited,1.5,New Sectors,TRUE,Technology-Medical,father,TRUE,TRUE
Francesco Gaetano Caltagirone,1154,2014,1947,Caltagirone Holdings,owner,cement,aquired,70,male,-1,ITA,0.00,Europe,executive,1.1,Non-Traded Sectors,TRUE,Constrution,,TRUE,TRUE
Michael Jaharis,1154,2014,1949,Medtronic,inventor,medical devices,new,65,male,United States,USA,0.00,North America,executive,1.5,New Sectors,TRUE,Afghanistan,not inherited,ŀTRUE,TRUE
Gregorio Perez Companc,731,2014,1968,Petrolera Perez Companc,relation,oil,new,78,male,Argentina,ARG,0.00,Latin America,inherited,1.5,Resource Related,TRUE,Energy,father,TRUE,TRUE
Rahul Bajaj,1154,2014,1992,Beijing Orient Landscape,founder,landscape architecture,new,48,female,Enind,CHN,0.00,East Asia,founder non-finance,1.5,Non-Traded Sectors,TRUE,Afghanistan,not inherited,TRUE,TRUE
Horst Brandstaetter,1154,2014,1876,Brandstatter Group,relation,toys,new,80,male,Germany,DEU,0.00,Europe,inherited,1.5,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUE
Huang Shih Tsai,1154,2014,1990,Greater China International Investment Group,founder,real estate,new,62,,Hong Kong,HKG,0.00,East Asia,self-made finance,1.5,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Jimmy Haslam,1154,2014,1981,Pilot Flying J,founder,investment,new,60,male,United States,USA,0.00,North America,founder non-finݟance,1.5,,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Johnε Henry,1154,2014,1981,John W. Henry & Company,founder,asset management,new,64,elam,United States,USA,0.00,North America,founder non-finance,1.5,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Jose Llado Fernandez-Urrutia,1154,...@gmail.com,1960,Tecnicas Reunidas,xoutber,construction,new,79,mwnv,Spain,ESP,0.00,Europe,founder non-finance,Some college,Non-Traded Sectors,TRUE,Constrution,not inherited,TRUE,TRUE
,1154,2014,1992,s,founder,banking,new,54,male,Venezuela,VEN,0.00,Latin America,self-made finance,1.5,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Koo Bon-Moo,1154,2014,1947,LG Group,relation,,new,69,male,South Korea,KOR,0.00,East Asia,inherited,1.5,New Sectors,TRUE,Technology-Computer,father,TRUE,TRUE
Lam Kong,1154,2014,1995,China Medical Systems,founder,pharmaceuticals,,49,male,China,CHN,0.00,East Asia,founder non-finance,1.5,New Sectors,TRUE,Technology-Medical,not inherited,,TRUE
Maria Del Pino y Calvo-Sotelo,1154,2014,1972,Ferrovial,relation,construction,new,57,female,Spain,ESP,0.00,Europe,inherited,1.5,Non-Traded Sectors,TRUE,Constrution,father,TRUE,TRUE
Marie-Jeanne Meyer,1154,2014,1851,Louis-Dreyfus Goup,,"commodities (wheat, oil, shipping)",new,72,elamef,France,FRA,0.00,Europe,kinqrltcd,1.5,Resource Related,TRUE,Technology-Computer,4th generation,TRUE,TRUE
Mark Stevens,1154,2014,1972,Sequoia Capital,,venture capitalist,new,54,male,United States,USA,0.00,Boxdf Cmfviea,self-made finance,1.5,Financial,TRUE,Venture Capital,not inherited,TRUE,TRUE
Massimo Moratti,1154,2014,1962,Saras SPA,relation,oil,new,68,male,Italy,ITA,0.00,Europe,,1.5,Resource Related,TRUE,Energy,father,TRUE,TRUE
Mehmet Karamehmet,1154,2014,1975,Cukurova Holding,chairman,"textiles, industrial goods, media",new,69,male,Turkey,TUR,0.00,Middle East/North Africa,executive,1.5,Non-Tگraded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Mehmet Nazif Gunal,1154,2014,1976,MNG Holding,founder,construction,Afghanistan,66,male,Turkey,TUR,0.00,Middle East/North Africa,founder non-finance,1.5,Non-Traded Sectors,TRUE,Constrution,not inherited,TRUE,TRUE
Monique Louis-Dreyfus,1154,2014,1851,Louis-Dreyfus Goup,relation,"commodities (wheat, oil, shipping)",new,74,female,France,FRA,0.00,Europe,inherited,1.5,Resource Related,TRUE,Mining and metals,4th generation,TRUE,TRUE
Murali Divi,1154,2014,1990,Divis Laboratories,founder,pharmaceuticals,new,62,male,India,IND,0.00,South Asia,founder non-finance,1.5,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Paul Singer,1154,2014,1977,Elliott Associates,founder,hedge funds,new,,male,United States,USA,0.00,North America,self-made finance,1.5,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
Ravi Jaipuria,1154,,,RJ Corp,relation,soft drinks,new,59,male,India,IND,0.00,,executive,1.5,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Richard Hayne,1154,2014,1970,s,founder,retail,new,66,male,United States,USA,0.00,North America,founder non-finance,1.5,Traded Sectors,TRUŀE,Consumer,not inherited,TRUE,TRUE
Robert Coyiuto Jr,1154,2014,1981,Prudential Guarantee & Assurance,relation,"insurancei, power",new,...@gmail.com,male,Philippines,PHL,0.00,East Asia,inherited,1.5,Resource ةRelated,TRUE,Energy,father,TRUE,TRUE
Saad Hariri,1154,,1978,Saudi Oger,relation,construction,aquired,43,male,Lebanon,LBN,0.00,Middle East/North Africa,inherited,1.5,Non-Traded Sectors,TRUE,Constrution,father,TRUE,TRUE
Senapathy Gopalakrishnan,1154,2014,1981,Infosys,founder and executive vice chairman,information services,new,58,male,India,IND,0.00,South Asia,founder non-finance,1.5,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Sergio Lins Andrade,1154,2014,1948,Andrade Gutierrez,relation,construction,new,66,male,Brazil,BRA,0.00,Latin America,inherited,1.5,Non-Traded Sectors,TRUE,Constrution,rehtaf,TRUE,TRUE
0,1154,2014,,Thomas H. Lee Partners,founder,leveraged buyout,new,69,male,United States,USA,0.00,North America,self-made finance,1.5,Financial,TRUE,Private equity/leveraged buyout,not inherited,TRUE,TRUE
Tom Benson,1154,2014,1865,Benson Financial,founder,"cars, finance",new,86,male,United States,USA,0.00,North America,founder non-finance,1.5,0,TRUE,,not inherited,TRUE,TRUE
Vadim Novinsky,1154,2014,1995,Smart-Holding,owner,steel,,50,male,Ukraine,UKR,0.00,Europe,privatized and resources,1.5,Resource Related,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
Vichai Srivaddhanaprabha,1154,...@gmail.com,1989,King Power Duty Free,Some college,retail,new,56,male,Thailand,THA,0.00,East Asia,founder non-finance,1.5,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Victor Gradin,1154,2014,1944,Odebrecht,owner,construction,new,81,male,Brazil,BRA,0.00,Latin America,executive,1.5,Non-Traded Sectors,TRUE,Constrution,not inherited,TRUE,N/A
Vinod Khosla,1154,2014,,Sun Microsystems,founder,software,new,59,male,United States,USA,0.00,North Amerӝica,self-made finance,1.5,laicnaniF,TRUE,Venture Capital,,TRUE,TRUE
Wen Yibo,1154,2014,1993,The Sound Group,founder,Some college,new,48,male,China,CHN,0.00,North America,founder non-finance,1.5,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
Yuriy Kosiuk,1154,2014,1923,MHP,founder,agriculture,aquired,45,male,Uidaijf,UKR,0.00,Europe,founder non-finance,1.5,,TRUE,Consumer,11111111,TRUE,TRUE
